序号,纬度,经度,速度,车辆状态,设备序列号,时间
846,31.212395,121.403238,60,1,A0113,2021.03.23 9:10:20
847,31.212405,121.403188,60,1,A0112,2021.03.23 9:10:30
848,31.212405,121.403188,60,1,A0113,2021.03.23 9:10:30
849,31.212593,121.402392,60,1,A0112,2021.03.23 9:10:40
850,31.212593,121.402392,60,1,A0113,2021.03.23 9:10:40
851,31.212743,121.40152,60,1,A0112,2021.03.23 9:10:50
852,31.212743,121.40152,60,1,A0113,2021.03.23 9:10:50
853,31.212778,121.401327,60,1,A0112,2021.03.23 9:11:00
854,31.212778,121.401327,60,1,A0113,2021.03.23 9:11:00
855,31.212883,121.400647,60,1,A0112,2021.03.23 9:11:10
856,31.212883,121.400647,60,1,A0113,2021.03.23 9:11:10
857,31.213002,121.39985,60,1,A0112,2021.03.23 9:11:20
858,31.213002,121.39985,60,1,A0113,2021.03.23 9:11:20
859,31.213148,121.398875,60,1,A0112,2021.03.23 9:11:30
860,31.213148,121.398875,60,1,A0113,2021.03.23 9:11:30
861,31.213263,121.398133,60,1,A0112,2021.03.23 9:11:40
862,31.213263,121.398133,60,1,A0113,2021.03.23 9:11:40
863,31.213305,121.39803,60,1,A0112,2021.03.23 9:11:50
864,31.213305,121.39803,60,1,A0113,2021.03.23 9:11:50
865,31.213393,121.397412,60,1,A0112,2021.03.23 9:12:00
866,31.213393,121.397412,60,1,A0113,2021.03.23 9:12:00
867,31.213407,121.397202,60,1,A0112,2021.03.23 9:12:10
868,31.213407,121.397202,60,1,A0113,2021.03.23 9:12:10
869,31.213432,121.397097,60,1,A0112,2021.03.23 9:12:20
870,31.213432,121.397097,60,1,A0113,2021.03.23 9:12:20
871,31.21353,121.396855,60,1,A0112,2021.03.23 9:12:30
872,31.21353,121.396855,60,1,A0113,2021.03.23 9:12:30
873,31.21358,121.396592,60,1,A0112,2021.03.23 9:12:40
874,31.21358,121.396592,60,1,A0113,2021.03.23 9:12:40
875,31.213555,121.396513,60,1,A0112,2021.03.23 9:12:50
876,31.213555,121.396513,60,1,A0113,2021.03.23 9:12:50
877,31.213567,121.39633,60,1,A0112,2021.03.23 9:13:00
878,31.213567,121.39633,60,1,A0113,2021.03.23 9:13:00
879,31.213622,121.395932,60,1,A0112,2021.03.23 9:13:10
880,31.213622,121.395932,60,1,A0113,2021.03.23 9:13:10
881,31.213948,121.395087,60,1,A0112,2021.03.23 9:13:20
882,31.213948,121.395087,60,1,A0113,2021.03.23 9:13:20
883,31.21418,121.394248,60,1,A0112,2021.03.23 9:13:30
884,31.21418,121.394248,60,1,A0113,2021.03.23 9:13:30
885,31.21439,121.393498,60,1,A0112,2021.03.23 9:13:40
886,31.21439,121.393498,60,1,A0113,2021.03.23 9:13:40
887,31.214547,121.392817,60,1,A0112,2021.03.23 9:13:50
888,31.214547,121.392817,60,1,A0113,2021.03.23 9:13:50
889,31.214692,121.392143,60,1,A0112,2021.03.23 9:14:00
890,31.214692,121.392143,60,1,A0113,2021.03.23 9:14:00
891,31.214807,121.391653,60,1,A0112,2021.03.23 9:14:10
892,31.214807,121.391653,60,1,A0113,2021.03.23 9:14:10
893,31.214903,121.391307,60,1,A0112,2021.03.23 9:14:20
894,31.214903,121.391307,60,1,A0113,2021.03.23 9:14:20
895,31.21492,121.3913,60,1,A0112,2021.03.23 9:14:30
896,31.21492,121.3913,60,1,A0113,2021.03.23 9:14:30
897,31.214928,121.391298,60,1,A0112,2021.03.23 9:14:40
898,31.214928,121.391298,60,1,A0113,2021.03.23 9:14:40
899,31.214925,121.391295,60,1,A0112,2021.03.23 9:14:50
900,31.214925,121.391295,60,1,A0113,2021.03.23 9:14:50
901,31.214922,121.39129,60,1,A0112,2021.03.23 9:15:00
902,31.214922,121.39129,60,1,A0113,2021.03.23 9:15:00
903,31.214922,121.391288,60,1,A0112,2021.03.23 9:15:10
904,31.214922,121.391288,60,1,A0113,2021.03.23 9:15:10
905,31.214942,121.391123,60,1,A0112,2021.03.23 9:15:20
906,31.214942,121.391123,60,1,A0113,2021.03.23 9:15:20
907,31.214923,121.390982,60,1,A0112,2021.03.23 9:15:30
908,31.214923,121.390982,60,1,A0113,2021.03.23 9:15:30
909,31.214862,121.390898,60,1,A0112,2021.03.23 9:15:40
910,31.214862,121.390898,60,1,A0113,2021.03.23 9:15:40
911,31.214818,121.390872,60,1,A0112,2021.03.23 9:15:50
912,31.214818,121.390872,60,1,A0113,2021.03.23 9:15:50
913,31.214708,121.39085,60,1,A0112,2021.03.23 9:16:00
914,31.214708,121.39085,60,1,A0113,2021.03.23 9:16:00
915,31.213808,121.390815,60,1,A0112,2021.03.23 9:16:10
916,31.213808,121.390815,60,1,A0113,2021.03.23 9:16:10
917,31.21316,121.390738,60,1,A0112,2021.03.23 9:16:20
918,31.21316,121.390738,60,1,A0113,2021.03.23 9:16:20
919,31.21285,121.390707,60,1,A0112,2021.03.23 9:16:30
920,31.21285,121.390707,60,1,A0113,2021.03.23 9:16:30
921,31.212675,121.390718,60,1,A0112,2021.03.23 9:16:40
922,31.212675,121.390718,60,1,A0113,2021.03.23 9:16:40
923,31.212025,121.390685,60,1,A0112,2021.03.23 9:16:50
924,31.212025,121.390685,60,1,A0113,2021.03.23 9:16:50
925,31.211868,121.390667,60,1,A0112,2021.03.23 9:17:00
926,31.211868,121.390667,60,1,A0113,2021.03.23 9:17:00
927,31.211815,121.39063,60,1,A0112,2021.03.23 9:17:10
928,31.211815,121.39063,60,1,A0113,2021.03.23 9:17:10
929,31.211775,121.390565,60,1,A0112,2021.03.23 9:17:20
930,31.211775,121.390565,60,1,A0113,2021.03.23 9:17:20
931,31.21175,121.390458,60,1,A0112,2021.03.23 9:17:30
932,31.21175,121.390458,60,1,A0113,2021.03.23 9:17:30
933,31.211817,121.389508,60,1,A0112,2021.03.23 9:17:40
934,31.211817,121.389508,60,1,A0113,2021.03.23 9:17:40
935,31.211898,121.388638,60,1,A0112,2021.03.23 9:17:50
936,31.211898,121.388638,60,1,A0113,2021.03.23 9:17:50
937,31.211948,121.38787,60,1,A0112,2021.03.23 9:18:00
938,31.211948,121.38787,60,1,A0113,2021.03.23 9:18:00
939,31.212033,121.387417,60,1,A0112,2021.03.23 9:18:10
940,31.212033,121.387417,60,1,A0113,2021.03.23 9:18:10
941,31.212053,121.387318,60,1,A0112,2021.03.23 9:18:20
942,31.212053,121.387318,60,1,A0113,2021.03.23 9:18:20
943,31.212058,121.387273,60,1,A0112,2021.03.23 9:18:30
944,31.212058,121.387273,60,1,A0113,2021.03.23 9:18:30
945,31.212075,121.387227,60,1,A0112,2021.03.23 9:18:40
946,31.212075,121.387227,60,1,A0113,2021.03.23 9:18:40
947,31.212085,121.387167,60,1,A0112,2021.03.23 9:18:50
948,31.212085,121.387167,60,1,A0113,2021.03.23 9:18:50
949,31.212135,121.387065,60,1,A0112,2021.03.23 9:19:00
950,31.212135,121.387065,60,1,A0113,2021.03.23 9:19:00
951,31.212148,121.387007,60,1,A0112,2021.03.23 9:19:10
952,31.212148,121.387007,60,1,A0113,2021.03.23 9:19:10
953,31.212135,121.386895,60,1,A0112,2021.03.23 9:19:20
954,31.212135,121.386895,60,1,A0113,2021.03.23 9:19:20
955,31.212142,121.386828,60,1,A0112,2021.03.23 9:19:30
956,31.212142,121.386828,60,1,A0113,2021.03.23 9:19:30
957,31.212158,121.385863,60,1,A0112,2021.03.23 9:19:40
958,31.212158,121.385863,60,1,A0113,2021.03.23 9:19:40
959,31.212222,121.38492,60,1,A0112,2021.03.23 9:19:50
960,31.212222,121.38492,60,1,A0113,2021.03.23 9:19:50
961,31.212285,121.384108,60,1,A0112,2021.03.23 9:20:00
962,31.212285,121.384108,60,1,A0113,2021.03.23 9:20:00
963,31.212362,121.383237,60,1,A0112,2021.03.23 9:20:10
964,31.212362,121.383237,60,1,A0113,2021.03.23 9:20:10
965,31.212423,121.382465,60,1,A0112,2021.03.23 9:20:20
966,31.212423,121.382465,60,1,A0113,2021.03.23 9:20:20
967,31.212518,121.381765,60,1,A0112,2021.03.23 9:20:30
968,31.212518,121.381765,60,1,A0113,2021.03.23 9:20:30
969,31.212548,121.381555,60,1,A0112,2021.03.23 9:20:40
970,31.212548,121.381555,60,1,A0113,2021.03.23 9:20:40
971,31.21256,121.381438,60,1,A0112,2021.03.23 9:20:50
972,31.21256,121.381438,60,1,A0113,2021.03.23 9:20:50
973,31.21256,121.381438,60,1,A0112,2021.03.23 9:21:00
974,31.21256,121.381438,60,1,A0113,2021.03.23 9:21:00
975,31.212603,121.380717,60,1,A0112,2021.03.23 9:21:10
976,31.212603,121.380717,60,1,A0113,2021.03.23 9:21:10
977,31.21263,121.3804,60,1,A0112,2021.03.23 9:21:20
978,31.21263,121.3804,60,1,A0113,2021.03.23 9:21:20
979,31.212635,121.380375,60,1,A0112,2021.03.23 9:21:30
980,31.212635,121.380375,60,1,A0113,2021.03.23 9:21:30
981,31.21264,121.380343,60,1,A0112,2021.03.23 9:21:40
982,31.21264,121.380343,60,1,A0113,2021.03.23 9:21:40
983,31.212643,121.380333,60,1,A0112,2021.03.23 9:21:50
984,31.212643,121.380333,60,1,A0113,2021.03.23 9:21:50
985,31.212653,121.379773,60,1,A0112,2021.03.23 9:22:00
986,31.212653,121.379773,60,1,A0113,2021.03.23 9:22:00
987,31.21268,121.378852,60,1,A0112,2021.03.23 9:22:10
988,31.21268,121.378852,60,1,A0113,2021.03.23 9:22:10
989,31.21268,121.378852,60,1,A0112,2021.03.23 9:22:20
990,31.21268,121.378852,60,1,A0113,2021.03.23 9:22:20
991,31.2127,121.377615,60,1,A0112,2021.03.23 9:22:30
992,31.2127,121.377615,60,1,A0113,2021.03.23 9:22:30
993,31.212718,121.376885,60,1,A0112,2021.03.23 9:22:40
994,31.212718,121.376885,60,1,A0113,2021.03.23 9:22:40
995,31.212748,121.376428,60,1,A0112,2021.03.23 9:22:50
996,31.212748,121.376428,60,1,A0113,2021.03.23 9:22:50
997,31.212733,121.375892,60,1,A0112,2021.03.23 9:23:00
998,31.212733,121.375892,60,1,A0113,2021.03.23 9:23:00
999,31.21282,121.375738,60,1,A0112,2021.03.23 9:23:10
1000,31.21282,121.375738,60,1,A0113,2021.03.23 9:23:10
1001,31.21286,121.375725,60,1,A0112,2021.03.23 9:23:20
1002,31.21286,121.375725,60,1,A0113,2021.03.23 9:23:20
1003,31.2129,121.375722,60,1,A0112,2021.03.23 9:23:30
1004,31.2129,121.375722,60,1,A0113,2021.03.23 9:23:30
1005,31.212983,121.375727,60,1,A0112,2021.03.23 9:23:40
1006,31.212983,121.375727,60,1,A0113,2021.03.23 9:23:40
1007,31.213613,121.375803,60,1,A0112,2021.03.23 9:23:50
1008,31.213613,121.375803,60,1,A0113,2021.03.23 9:23:50
1009,31.21429,121.375873,60,1,A0112,2021.03.23 9:24:00
1010,31.21429,121.375873,60,1,A0113,2021.03.23 9:24:00
1011,31.214685,121.37593,60,1,A0112,2021.03.23 9:24:10
1012,31.214685,121.37593,60,1,A0113,2021.03.23 9:24:10
1013,31.21489,121.375945,60,1,A0112,2021.03.23 9:24:20
1014,31.21489,121.375945,60,1,A0113,2021.03.23 9:24:20
1015,31.214982,121.375938,60,1,A0112,2021.03.23 9:24:30
1016,31.214982,121.375938,60,1,A0113,2021.03.23 9:24:30
1017,31.215018,121.375937,60,1,A0112,2021.03.23 9:24:40
1018,31.215018,121.375937,60,1,A0113,2021.03.23 9:24:40
1019,31.215043,121.37594,60,1,A0112,2021.03.23 9:24:50
1020,31.215043,121.37594,60,1,A0113,2021.03.23 9:24:50
1021,31.215115,121.375945,60,1,A0112,2021.03.23 9:25:00
1022,31.215115,121.375945,60,1,A0113,2021.03.23 9:25:00
1023,31.215548,121.375988,60,1,A0112,2021.03.23 9:25:10
1024,31.215548,121.375988,60,1,A0113,2021.03.23 9:25:10
1025,31.215997,121.376122,60,1,A0112,2021.03.23 9:25:20
1026,31.215997,121.376122,60,1,A0113,2021.03.23 9:25:20
1027,31.216037,121.376142,60,1,A0112,2021.03.23 9:25:30
1028,31.216037,121.376142,60,1,A0113,2021.03.23 9:25:30
1029,31.21625,121.376165,60,1,A0112,2021.03.23 9:25:40
1030,31.21625,121.376165,60,1,A0113,2021.03.23 9:25:40
1031,31.216258,121.376163,60,1,A0112,2021.03.23 9:25:50
1032,31.216258,121.376163,60,1,A0113,2021.03.23 9:25:50
1033,31.21626,121.376163,60,1,A0112,2021.03.23 9:26:00
1034,31.21626,121.376163,60,1,A0113,2021.03.23 9:26:00
1035,31.21626,121.376163,60,1,A0112,2021.03.23 9:26:10
1036,31.21626,121.376163,60,1,A0113,2021.03.23 9:26:10
1037,31.21626,121.376162,60,1,A0112,2021.03.23 9:26:20
1038,31.21626,121.376162,60,1,A0113,2021.03.23 9:26:20
1039,31.216262,121.37616,60,1,A0112,2021.03.23 9:26:30
1040,31.216262,121.37616,60,1,A0113,2021.03.23 9:26:30
1041,31.216262,121.376158,60,1,A0112,2021.03.23 9:26:40
1042,31.216262,121.376158,60,1,A0113,2021.03.23 9:26:40
1043,31.216263,121.376158,60,1,A0112,2021.03.23 9:26:50
1044,31.216263,121.376158,60,1,A0113,2021.03.23 9:26:50
1045,31.216268,121.37616,60,1,A0112,2021.03.23 9:27:00
1046,31.216268,121.37616,60,1,A0113,2021.03.23 9:27:00
1047,31.21627,121.376162,60,1,A0112,2021.03.23 9:27:10
1048,31.21627,121.376162,60,1,A0113,2021.03.23 9:27:10
1049,31.21627,121.376163,60,1,A0112,2021.03.23 9:27:20
1050,31.21627,121.376163,60,1,A0113,2021.03.23 9:27:20
1051,31.21627,121.376163,60,1,A0112,2021.03.23 9:27:30
1052,31.21627,121.376163,60,1,A0113,2021.03.23 9:27:30
1053,31.216273,121.376165,60,1,A0112,2021.03.23 9:27:40
1054,31.216273,121.376165,60,1,A0113,2021.03.23 9:27:40
1055,31.216273,121.376165,60,1,A0112,2021.03.23 9:27:50
1056,31.216273,121.376165,60,1,A0113,2021.03.23 9:27:50
1057,31.216272,121.376165,60,1,A0112,2021.03.23 9:28:00
1058,31.216272,121.376165,60,1,A0113,2021.03.23 9:28:00
1059,31.216268,121.376165,60,1,A0112,2021.03.23 9:28:10
1060,31.216268,121.376165,60,1,A0113,2021.03.23 9:28:10
1061,31.216267,121.376165,60,1,A0112,2021.03.23 9:28:20
1062,31.216267,121.376165,60,1,A0113,2021.03.23 9:28:20
1063,31.216267,121.376167,60,1,A0112,2021.03.23 9:28:30
1064,31.216267,121.376167,60,1,A0113,2021.03.23 9:28:30
1065,31.216267,121.376168,60,1,A0112,2021.03.23 9:28:40
1066,31.216267,121.376168,60,1,A0113,2021.03.23 9:28:40
1067,31.216267,121.37617,60,1,A0112,2021.03.23 9:28:50
1068,31.216267,121.37617,60,1,A0113,2021.03.23 9:28:50
1069,31.216268,121.376165,60,1,A0112,2021.03.23 9:29:00
1070,31.216268,121.376165,60,1,A0113,2021.03.23 9:29:00
1071,31.216267,121.376162,60,1,A0112,2021.03.23 9:29:10
1072,31.216267,121.376162,60,1,A0113,2021.03.23 9:29:10
1073,31.216267,121.376157,60,1,A0112,2021.03.23 9:29:20
1074,31.216267,121.376157,60,1,A0113,2021.03.23 9:29:20
1075,31.216265,121.376153,60,1,A0112,2021.03.23 9:29:30
1076,31.216265,121.376153,60,1,A0113,2021.03.23 9:29:30
1077,31.216267,121.376152,60,1,A0112,2021.03.23 9:29:40
1078,31.216267,121.376152,60,1,A0113,2021.03.23 9:29:40
1079,31.216268,121.37615,60,1,A0112,2021.03.23 9:29:50
1080,31.216268,121.37615,60,1,A0113,2021.03.23 9:29:50
1081,31.216272,121.376148,60,1,A0112,2021.03.23 9:30:00
1082,31.216272,121.376148,60,1,A0113,2021.03.23 9:30:00
1083,31.216272,121.376147,60,1,A0112,2021.03.23 9:30:10
1084,31.216272,121.376147,60,1,A0113,2021.03.23 9:30:10
1085,31.216275,121.376148,60,1,A0112,2021.03.23 9:30:20
1086,31.216275,121.376148,60,1,A0113,2021.03.23 9:30:20
1087,31.216278,121.376152,60,1,A0112,2021.03.23 9:30:30
1088,31.216278,121.376152,60,1,A0113,2021.03.23 9:30:30
1089,31.216282,121.376157,60,1,A0112,2021.03.23 9:30:40
1090,31.216282,121.376157,60,1,A0113,2021.03.23 9:30:40
1091,31.216285,121.376162,60,1,A0112,2021.03.23 9:30:50
1092,31.216285,121.376162,60,1,A0113,2021.03.23 9:30:50
1093,31.21629,121.37617,60,1,A0112,2021.03.23 9:31:00
1094,31.21629,121.37617,60,1,A0113,2021.03.23 9:31:00
1095,31.21629,121.376172,60,1,A0112,2021.03.23 9:31:10
1096,31.21629,121.376172,60,1,A0113,2021.03.23 9:31:10
1097,31.21629,121.376175,60,1,A0112,2021.03.23 9:31:20
1098,31.21629,121.376175,60,1,A0113,2021.03.23 9:31:20
1099,31.216288,121.376177,60,1,A0112,2021.03.23 9:31:30
1100,31.216288,121.376177,60,1,A0113,2021.03.23 9:31:30
1101,31.216287,121.37618,60,1,A0112,2021.03.23 9:31:40
1102,31.216287,121.37618,60,1,A0113,2021.03.23 9:31:40
1103,31.216287,121.376182,60,1,A0112,2021.03.23 9:31:50
1104,31.216287,121.376182,60,1,A0113,2021.03.23 9:31:50
1105,31.216287,121.376185,60,1,A0112,2021.03.23 9:32:00
1106,31.216287,121.376185,60,1,A0113,2021.03.23 9:32:00
1107,31.216285,121.376183,60,1,A0112,2021.03.23 9:32:10
1108,31.216285,121.376183,60,1,A0113,2021.03.23 9:32:10
1109,31.216282,121.37618,60,1,A0112,2021.03.23 9:32:20
1110,31.216282,121.37618,60,1,A0113,2021.03.23 9:32:20
1111,31.216278,121.376177,60,1,A0112,2021.03.23 9:32:30
1112,31.216278,121.376177,60,1,A0113,2021.03.23 9:32:30
1113,31.216272,121.37617,60,1,A0112,2021.03.23 9:32:40
1114,31.216272,121.37617,60,1,A0113,2021.03.23 9:32:40
1115,31.216268,121.376168,60,1,A0112,2021.03.23 9:32:50
1116,31.216268,121.376168,60,1,A0113,2021.03.23 9:32:50
1117,31.216263,121.376163,60,1,A0112,2021.03.23 9:33:00
1118,31.216263,121.376163,60,1,A0113,2021.03.23 9:33:00
1119,31.216262,121.376163,60,1,A0112,2021.03.23 9:33:10
1120,31.216262,121.376163,60,1,A0113,2021.03.23 9:33:10
1121,31.216257,121.376158,60,1,A0112,2021.03.23 9:33:20
1122,31.216257,121.376158,60,1,A0113,2021.03.23 9:33:20
1123,31.216255,121.376158,60,1,A0112,2021.03.23 9:33:30
1124,31.216255,121.376158,60,1,A0113,2021.03.23 9:33:30
1125,31.216253,121.376157,60,1,A0112,2021.03.23 9:33:40
1126,31.216253,121.376157,60,1,A0113,2021.03.23 9:33:40
1127,31.216253,121.376157,60,1,A0112,2021.03.23 9:33:50
1128,31.216253,121.376157,60,1,A0113,2021.03.23 9:33:50
1129,31.216258,121.37616,60,1,A0112,2021.03.23 9:34:00
1130,31.216258,121.37616,60,1,A0113,2021.03.23 9:34:00
1131,31.21626,121.37616,60,1,A0112,2021.03.23 9:34:10
1132,31.21626,121.37616,60,1,A0113,2021.03.23 9:34:10
1133,31.216263,121.376158,60,1,A0112,2021.03.23 9:34:20
1134,31.216263,121.376158,60,1,A0113,2021.03.23 9:34:20
1135,31.216263,121.376158,60,1,A0112,2021.03.23 9:34:30
1136,31.216263,121.376158,60,1,A0113,2021.03.23 9:34:30
1137,31.216263,121.376152,60,1,A0112,2021.03.23 9:34:40
1138,31.216263,121.376152,60,1,A0113,2021.03.23 9:34:40
1139,31.216263,121.376152,60,1,A0112,2021.03.23 9:34:50
1140,31.216263,121.376152,60,1,A0113,2021.03.23 9:34:50
1141,31.216263,121.376148,60,1,A0112,2021.03.23 9:35:00
1142,31.216263,121.376148,60,1,A0113,2021.03.23 9:35:00
1143,31.216263,121.376148,60,1,A0112,2021.03.23 9:35:10
1144,31.216263,121.376148,60,1,A0113,2021.03.23 9:35:10
1145,31.216265,121.376148,60,1,A0112,2021.03.23 9:35:20
1146,31.216265,121.376148,60,1,A0113,2021.03.23 9:35:20
1147,31.216265,121.376148,60,1,A0112,2021.03.23 9:35:30
1148,31.216265,121.376148,60,1,A0113,2021.03.23 9:35:30
1149,31.216268,121.376152,60,1,A0112,2021.03.23 9:35:40
1150,31.216268,121.376152,60,1,A0113,2021.03.23 9:35:40
1151,31.21627,121.376153,60,1,A0112,2021.03.23 9:35:50
1152,31.21627,121.376153,60,1,A0113,2021.03.23 9:35:50
1153,31.216272,121.376155,60,1,A0112,2021.03.23 9:36:00
1154,31.216272,121.376155,60,1,A0113,2021.03.23 9:36:00
1155,31.216272,121.376155,60,1,A0112,2021.03.23 9:36:10
1156,31.216272,121.376155,60,1,A0113,2021.03.23 9:36:10
1157,31.216268,121.376158,60,1,A0112,2021.03.23 9:36:20
1158,31.216268,121.376158,60,1,A0113,2021.03.23 9:36:20
1159,31.216268,121.376158,60,1,A0112,2021.03.23 9:36:30
1160,31.216268,121.376158,60,1,A0113,2021.03.23 9:36:30
1161,31.216265,121.376162,60,1,A0112,2021.03.23 9:36:40
1162,31.216265,121.376162,60,1,A0113,2021.03.23 9:36:40
1163,31.216265,121.376162,60,1,A0112,2021.03.23 9:36:50
1164,31.216265,121.376162,60,1,A0113,2021.03.23 9:36:50
1165,31.216267,121.376172,60,1,A0112,2021.03.23 9:37:00
1166,31.216267,121.376172,60,1,A0113,2021.03.23 9:37:00
1167,31.216267,121.376172,60,1,A0112,2021.03.23 9:37:10
1168,31.216267,121.376172,60,1,A0113,2021.03.23 9:37:10
1169,31.216267,121.37618,60,1,A0112,2021.03.23 9:37:20
1170,31.216267,121.37618,60,1,A0113,2021.03.23 9:37:20
1171,31.216267,121.37618,60,1,A0112,2021.03.23 9:37:30
1172,31.216267,121.37618,60,1,A0113,2021.03.23 9:37:30
1173,31.216267,121.376185,60,1,A0112,2021.03.23 9:37:40
1174,31.216267,121.376185,60,1,A0113,2021.03.23 9:37:40
1175,31.216267,121.376187,60,1,A0112,2021.03.23 9:37:50
1176,31.216267,121.376187,60,1,A0113,2021.03.23 9:37:50
1177,31.216267,121.376185,60,1,A0112,2021.03.23 9:38:00
1178,31.216267,121.376185,60,1,A0113,2021.03.23 9:38:00
1179,31.21627,121.376183,60,1,A0112,2021.03.23 9:38:10
1180,31.21627,121.376183,60,1,A0113,2021.03.23 9:38:10
1181,31.216275,121.376182,60,1,A0112,2021.03.23 9:38:20
1182,31.216275,121.376182,60,1,A0113,2021.03.23 9:38:20
1183,31.216278,121.37618,60,1,A0112,2021.03.23 9:38:30
1184,31.216278,121.37618,60,1,A0113,2021.03.23 9:38:30
1185,31.216278,121.37618,60,1,A0112,2021.03.23 9:38:40
1186,31.216278,121.37618,60,1,A0113,2021.03.23 9:38:40
1187,31.216278,121.376175,60,1,A0112,2021.03.23 9:38:50
1188,31.216278,121.376175,60,1,A0113,2021.03.23 9:38:50
1189,31.216278,121.376175,60,1,A0112,2021.03.23 9:39:00
1190,31.216278,121.376175,60,1,A0113,2021.03.23 9:39:00
1191,31.21628,121.376173,60,1,A0112,2021.03.23 9:39:10
1192,31.21628,121.376173,60,1,A0113,2021.03.23 9:39:10
1193,31.21628,121.376173,60,1,A0112,2021.03.23 9:39:20
1194,31.21628,121.376173,60,1,A0113,2021.03.23 9:39:20
1195,31.216283,121.376172,60,1,A0112,2021.03.23 9:39:30
1196,31.216283,121.376172,60,1,A0113,2021.03.23 9:39:30
1197,31.216283,121.376167,60,1,A0112,2021.03.23 9:39:40
1198,31.216283,121.376167,60,1,A0113,2021.03.23 9:39:40
1199,31.216283,121.376163,60,1,A0112,2021.03.23 9:39:50
1200,31.216283,121.376163,60,1,A0113,2021.03.23 9:39:50
1201,31.216328,121.376162,60,1,A0112,2021.03.23 9:40:00
1202,31.216328,121.376162,60,1,A0113,2021.03.23 9:40:00
1203,31.216452,121.376103,60,1,A0112,2021.03.23 9:40:10
1204,31.216452,121.376103,60,1,A0113,2021.03.23 9:40:10
1205,31.216513,121.376087,60,1,A0112,2021.03.23 9:40:20
1206,31.216513,121.376087,60,1,A0113,2021.03.23 9:40:20
1207,31.217193,121.37615,60,1,A0112,2021.03.23 9:40:30
1208,31.217193,121.37615,60,1,A0113,2021.03.23 9:40:30
1209,31.21748,121.376188,60,1,A0112,2021.03.23 9:40:40
1210,31.21748,121.376188,60,1,A0113,2021.03.23 9:40:40
1211,31.217547,121.37623,60,1,A0112,2021.03.23 9:40:50
1212,31.217547,121.37623,60,1,A0113,2021.03.23 9:40:50
1213,31.217582,121.376282,60,1,A0112,2021.03.23 9:41:00
1214,31.217582,121.376282,60,1,A0113,2021.03.23 9:41:00
1215,31.217597,121.376325,60,1,A0112,2021.03.23 9:41:10
1216,31.217597,121.376325,60,1,A0113,2021.03.23 9:41:10
1217,31.217525,121.377462,60,1,A0112,2021.03.23 9:41:20
1218,31.217525,121.377462,60,1,A0113,2021.03.23 9:41:20
1219,31.217457,121.378383,60,1,A0112,2021.03.23 9:41:30
1220,31.217457,121.378383,60,1,A0113,2021.03.23 9:41:30
1221,31.217435,121.378542,60,1,A0112,2021.03.23 9:41:40
1222,31.217435,121.378542,60,1,A0113,2021.03.23 9:41:40
1223,31.217435,121.378578,60,1,A0112,2021.03.23 9:41:50
1224,31.217435,121.378578,60,1,A0113,2021.03.23 9:41:50
1225,31.217397,121.378782,60,1,A0112,2021.03.23 9:42:00
1226,31.217397,121.378782,60,1,A0113,2021.03.23 9:42:00
1227,31.21741,121.378908,60,1,A0112,2021.03.23 9:42:10
1228,31.21741,121.378908,60,1,A0113,2021.03.23 9:42:10
1229,31.217402,121.378947,60,1,A0112,2021.03.23 9:42:20
1230,31.217402,121.378947,60,1,A0113,2021.03.23 9:42:20
1231,31.217393,121.379117,60,1,A0112,2021.03.23 9:42:30
1232,31.217393,121.379117,60,1,A0113,2021.03.23 9:42:30
1233,31.217233,121.379985,60,1,A0112,2021.03.23 9:42:40
1234,31.217233,121.379985,60,1,A0113,2021.03.23 9:42:40
1235,31.21707,121.380643,60,1,A0112,2021.03.23 9:42:50
1236,31.21707,121.380643,60,1,A0113,2021.03.23 9:42:50
1237,31.216918,121.381247,60,1,A0112,2021.03.23 9:43:00
1238,31.216918,121.381247,60,1,A0113,2021.03.23 9:43:00
1239,31.216773,121.381912,60,1,A0112,2021.03.23 9:43:10
1240,31.216773,121.381912,60,1,A0113,2021.03.23 9:43:10
1241,31.216683,121.38227,60,1,A0112,2021.03.23 9:43:20
1242,31.216683,121.38227,60,1,A0113,2021.03.23 9:43:20
1243,31.216618,121.382452,60,1,A0112,2021.03.23 9:43:30
1244,31.216618,121.382452,60,1,A0113,2021.03.23 9:43:30
1245,31.216583,121.382817,60,1,A0112,2021.03.23 9:43:40
1246,31.216583,121.382817,60,1,A0113,2021.03.23 9:43:40
1247,31.21645,121.383435,60,1,A0112,2021.03.23 9:43:50
1248,31.21645,121.383435,60,1,A0113,2021.03.23 9:43:50
1249,31.216363,121.383808,60,1,A0112,2021.03.23 9:44:00
1250,31.216363,121.383808,60,1,A0113,2021.03.23 9:44:00
1251,31.216338,121.383833,60,1,A0112,2021.03.23 9:44:10
1252,31.216338,121.383833,60,1,A0113,2021.03.23 9:44:10
1253,31.216313,121.383842,60,1,A0112,2021.03.23 9:44:20
1254,31.216313,121.383842,60,1,A0113,2021.03.23 9:44:20
1255,31.216308,121.383848,60,1,A0112,2021.03.23 9:44:30
1256,31.216308,121.383848,60,1,A0113,2021.03.23 9:44:30
1257,31.216298,121.38385,60,1,A0112,2021.03.23 9:44:40
1258,31.216298,121.38385,60,1,A0113,2021.03.23 9:44:40
1259,31.216305,121.383852,60,1,A0112,2021.03.23 9:44:50
1260,31.216305,121.383852,60,1,A0113,2021.03.23 9:44:50
